user_id,persona,gt_product,gt_category,hit,category_hit,top_rec_pid,top_rec_cat
user_0021,Detail_Reviewer,70c44b67-f4e7-455a-8e61-78efe1eebdae,97,0,0,6db9a9f9-f43a-41a9-9490-75ce3b09613f,101
user_0022,Detail_Reviewer,70c44b67-f4e7-455a-8e61-78efe1eebdae,97,0,0,6db9a9f9-f43a-41a9-9490-75ce3b09613f,101
user_0023,Detail_Reviewer,70c44b67-f4e7-455a-8e61-78efe1eebdae,97,0,0,6db9a9f9-f43a-41a9-9490-75ce3b09613f,101
user_0024,Sensitive_Calming,5fc4cdfe-7c86-4dde-921c-6da2cdd81080,97,1,1,e31df2d3-0e24-40e0-bb8b-3486005895b6,103
user_0025,Detail_Reviewer,5fc4cdfe-7c86-4dde-921c-6da2cdd81080,97,0,0,6db9a9f9-f43a-41a9-9490-75ce3b09613f,101
user_0026,Loyal_Repurchase,5fc4cdfe-7c86-4dde-921c-6da2cdd81080,97,0,0,dbbdc7b3-eba9-419b-825d-9cd59e3d3038,101
user_0027,Sensitive_Calming,94cd5427-b52f-423d-8a29-56e27eb56bca,97,0,1,e31df2d3-0e24-40e0-bb8b-3486005895b6,103
user_0028,Loyal_Repurchase,94cd5427-b52f-423d-8a29-56e27eb56bca,97,0,0,dbbdc7b3-eba9-419b-825d-9cd59e3d3038,101
user_0029,Detail_Reviewer,94cd5427-b52f-423d-8a29-56e27eb56bca,97,0,0,6db9a9f9-f43a-41a9-9490-75ce3b09613f,101
user_0030,Dry_Winter,97526fae-0b4d-44c6-8d46-ab31852d1055,97,0,0,7d95061d-0d40-4902-a1d4-cc08c0993513,101
user_0031,Sensitive_Calming,97526fae-0b4d-44c6-8d46-ab31852d1055,97,0,1,e31df2d3-0e24-40e0-bb8b-3486005895b6,103
user_0032,Sensitive_Calming,97526fae-0b4d-44c6-8d46-ab31852d1055,97,0,1,e31df2d3-0e24-40e0-bb8b-3486005895b6,103
user_0033,Sensitive_Calming,06ef33ac-7daa-4559-a2d7-49ce33abdd2b,97,1,1,e31df2d3-0e24-40e0-bb8b-3486005895b6,103
user_0034,Sensitive_Calming,06ef33ac-7daa-4559-a2d7-49ce33abdd2b,97,1,1,e31df2d3-0e24-40e0-bb8b-3486005895b6,103
user_0035,Detail_Reviewer,06ef33ac-7daa-4559-a2d7-49ce33abdd2b,97,0,0,6db9a9f9-f43a-41a9-9490-75ce3b09613f,101
user_0036,Sensitive_Calming,5f2ffc2a-1353-4d34-a6c6-73b6d9ec9e98,97,1,1,e31df2d3-0e24-40e0-bb8b-3486005895b6,103
user_0037,Sensitive_Calming,5f2ffc2a-1353-4d34-a6c6-73b6d9ec9e98,97,1,1,e31df2d3-0e24-40e0-bb8b-3486005895b6,103
user_0038,Sensitive_Calming,5f2ffc2a-1353-4d34-a6c6-73b6d9ec9e98,97,1,1,e31df2d3-0e24-40e0-bb8b-3486005895b6,103
user_0039,Loyal_Repurchase,297273ff-e646-44ad-8da0-74e2abd530bf,97,0,0,dbbdc7b3-eba9-419b-825d-9cd59e3d3038,101
user_0040,Loyal_Repurchase,297273ff-e646-44ad-8da0-74e2abd530bf,97,0,0,dbbdc7b3-eba9-419b-825d-9cd59e3d3038,101
user_0041,Loyal_Repurchase,297273ff-e646-44ad-8da0-74e2abd530bf,97,0,0,dbbdc7b3-eba9-419b-825d-9cd59e3d3038,101
user_0042,Sensitive_Calming,76bf2e4f-1948-40b2-8c65-f97dce1232ea,97,0,1,e31df2d3-0e24-40e0-bb8b-3486005895b6,103
user_0043,Anti_Aging,76bf2e4f-1948-40b2-8c65-f97dce1232ea,97,0,0,de98a302-b47b-41e1-9478-13551f6aad27,99
user_0044,Gift_Buyer,76bf2e4f-1948-40b2-8c65-f97dce1232ea,97,1,1,9edbadf6-2b9c-4f55-9a1d-62b2dd12334d,97
user_0045,Sensitive_Calming,31c27229-6681-4c6d-aa75-481df687862d,97,0,1,e31df2d3-0e24-40e0-bb8b-3486005895b6,103
user_0046,Loyal_Repurchase,31c27229-6681-4c6d-aa75-481df687862d,97,0,0,dbbdc7b3-eba9-419b-825d-9cd59e3d3038,101
user_0047,Detail_Reviewer,31c27229-6681-4c6d-aa75-481df687862d,97,0,0,6db9a9f9-f43a-41a9-9490-75ce3b09613f,101
user_0048,Loyal_Repurchase,3a398fdc-808b-4b87-b4f1-6e443877cc69,97,0,0,dbbdc7b3-eba9-419b-825d-9cd59e3d3038,101
user_0049,Anti_Aging,3a398fdc-808b-4b87-b4f1-6e443877cc69,97,0,0,de98a302-b47b-41e1-9478-13551f6aad27,99
user_0050,Loyal_Repurchase,3a398fdc-808b-4b87-b4f1-6e443877cc69,97,0,0,dbbdc7b3-eba9-419b-825d-9cd59e3d3038,101
user_0051,Detail_Reviewer,e35a93c1-5a93-45bc-ab97-2adcc97b81dc,97,0,0,6db9a9f9-f43a-41a9-9490-75ce3b09613f,101
user_0052,Detail_Reviewer,e35a93c1-5a93-45bc-ab97-2adcc97b81dc,97,0,0,6db9a9f9-f43a-41a9-9490-75ce3b09613f,101
user_0053,Sensitive_Calming,e35a93c1-5a93-45bc-ab97-2adcc97b81dc,97,0,1,e31df2d3-0e24-40e0-bb8b-3486005895b6,103
user_0054,Sensitive_Calming,04f9a2ec-a92c-476e-ae41-b2b4e2daf0df,97,0,1,e31df2d3-0e24-40e0-bb8b-3486005895b6,103
user_0055,Sensitive_Calming,04f9a2ec-a92c-476e-ae41-b2b4e2daf0df,97,0,1,e31df2d3-0e24-40e0-bb8b-3486005895b6,103
user_0056,Loyal_Repurchase,04f9a2ec-a92c-476e-ae41-b2b4e2daf0df,97,0,0,dbbdc7b3-eba9-419b-825d-9cd59e3d3038,101
user_0057,Dry_Winter,24dffa82-e49c-41ca-b464-e67709a8abe3,97,0,0,7d95061d-0d40-4902-a1d4-cc08c0993513,101
user_0058,Loyal_Repurchase,24dffa82-e49c-41ca-b464-e67709a8abe3,97,0,0,dbbdc7b3-eba9-419b-825d-9cd59e3d3038,101
user_0059,Loyal_Repurchase,24dffa82-e49c-41ca-b464-e67709a8abe3,97,0,0,dbbdc7b3-eba9-419b-825d-9cd59e3d3038,101
user_0060,Dry_Winter,0717342f-0008-4c23-956f-95914b6a0da3,98,1,1,7d95061d-0d40-4902-a1d4-cc08c0993513,101
user_0061,Detail_Reviewer,0717342f-0008-4c23-956f-95914b6a0da3,98,0,0,6db9a9f9-f43a-41a9-9490-75ce3b09613f,101
user_0062,Dry_Winter,0717342f-0008-4c23-956f-95914b6a0da3,98,1,1,7d95061d-0d40-4902-a1d4-cc08c0993513,101
user_0063,Anti_Aging,c83336bf-8adc-408e-98e6-8497662efbe4,98,0,0,de98a302-b47b-41e1-9478-13551f6aad27,99
user_0064,Dry_Winter,c83336bf-8adc-408e-98e6-8497662efbe4,98,0,1,7d95061d-0d40-4902-a1d4-cc08c0993513,101
user_0065,Loyal_Repurchase,c83336bf-8adc-408e-98e6-8497662efbe4,98,0,0,dbbdc7b3-eba9-419b-825d-9cd59e3d3038,101
user_0066,Dry_Winter,4346b39c-9b3a-492e-a413-8374a72d5851,98,1,1,7d95061d-0d40-4902-a1d4-cc08c0993513,101
user_0067,Detail_Reviewer,4346b39c-9b3a-492e-a413-8374a72d5851,98,0,0,6db9a9f9-f43a-41a9-9490-75ce3b09613f,101
user_0068,Dry_Winter,4346b39c-9b3a-492e-a413-8374a72d5851,98,1,1,7d95061d-0d40-4902-a1d4-cc08c0993513,101
user_0069,Dry_Winter,272d2ee5-6ff7-4a39-9afa-c09dafe1efef,98,1,1,7d95061d-0d40-4902-a1d4-cc08c0993513,101
user_0070,Sensitive_Calming,272d2ee5-6ff7-4a39-9afa-c09dafe1efef,98,0,0,e31df2d3-0e24-40e0-bb8b-3486005895b6,103
user_0071,Dry_Winter,272d2ee5-6ff7-4a39-9afa-c09dafe1efef,98,1,1,7d95061d-0d40-4902-a1d4-cc08c0993513,101
user_0072,Sensitive_Calming,5c8f1fa0-15f3-4726-aba6-d742ef81ad11,98,0,0,e31df2d3-0e24-40e0-bb8b-3486005895b6,103
user_0073,Detail_Reviewer,5c8f1fa0-15f3-4726-aba6-d742ef81ad11,98,0,0,6db9a9f9-f43a-41a9-9490-75ce3b09613f,101
user_0074,Detail_Reviewer,5c8f1fa0-15f3-4726-aba6-d742ef81ad11,98,0,0,6db9a9f9-f43a-41a9-9490-75ce3b09613f,101
user_0075,Detail_Reviewer,722a1bf1-04f1-4872-ab3d-1fcfd2ee1aa2,98,0,0,6db9a9f9-f43a-41a9-9490-75ce3b09613f,101
user_0076,Dry_Winter,722a1bf1-04f1-4872-ab3d-1fcfd2ee1aa2,98,0,1,7d95061d-0d40-4902-a1d4-cc08c0993513,101
user_0077,Dry_Winter,722a1bf1-04f1-4872-ab3d-1fcfd2ee1aa2,98,0,1,7d95061d-0d40-4902-a1d4-cc08c0993513,101
user_0078,Dry_Winter,0630deea-88f7-4a65-9856-95bbb0f9c448,98,0,1,7d95061d-0d40-4902-a1d4-cc08c0993513,101
user_0079,Dry_Winter,0630deea-88f7-4a65-9856-95bbb0f9c448,98,0,1,7d95061d-0d40-4902-a1d4-cc08c0993513,101
user_0080,Dry_Winter,0630deea-88f7-4a65-9856-95bbb0f9c448,98,0,1,7d95061d-0d40-4902-a1d4-cc08c0993513,101
user_0081,Sensitive_Calming,e97aea83-103e-4656-8972-d80e382e3fd3,98,0,0,e31df2d3-0e24-40e0-bb8b-3486005895b6,103
user_0082,Dry_Winter,e97aea83-103e-4656-8972-d80e382e3fd3,98,0,1,7d95061d-0d40-4902-a1d4-cc08c0993513,101
user_0083,Dry_Winter,e97aea83-103e-4656-8972-d80e382e3fd3,98,0,1,7d95061d-0d40-4902-a1d4-cc08c0993513,101
user_0084,Anti_Aging,cb4d2029-53bb-4cb7-8365-ef08e2ad6b0f,98,0,0,de98a302-b47b-41e1-9478-13551f6aad27,99
user_0085,Dry_Winter,cb4d2029-53bb-4cb7-8365-ef08e2ad6b0f,98,0,1,7d95061d-0d40-4902-a1d4-cc08c0993513,101
user_0086,Loyal_Repurchase,cb4d2029-53bb-4cb7-8365-ef08e2ad6b0f,98,0,0,dbbdc7b3-eba9-419b-825d-9cd59e3d3038,101
user_0087,Loyal_Repurchase,fbf5b88c-8d2f-4835-b1b9-80ba249a4d70,98,0,0,dbbdc7b3-eba9-419b-825d-9cd59e3d3038,101
user_0088,Loyal_Repurchase,fbf5b88c-8d2f-4835-b1b9-80ba249a4d70,98,0,0,dbbdc7b3-eba9-419b-825d-9cd59e3d3038,101
user_0089,Dry_Winter,b8efe2ec-2291-49e3-97de-e353003c2791,98,0,1,7d95061d-0d40-4902-a1d4-cc08c0993513,101
user_0090,Dry_Winter,b8efe2ec-2291-49e3-97de-e353003c2791,98,0,1,7d95061d-0d40-4902-a1d4-cc08c0993513,101
user_0091,Dry_Winter,b8efe2ec-2291-49e3-97de-e353003c2791,98,0,1,7d95061d-0d40-4902-a1d4-cc08c0993513,101
user_0092,Dry_Winter,8c772a28-6092-453c-b24c-7049c1497b4c,98,0,1,7d95061d-0d40-4902-a1d4-cc08c0993513,101
user_0093,Dry_Winter,8c772a28-6092-453c-b24c-7049c1497b4c,98,0,1,7d95061d-0d40-4902-a1d4-cc08c0993513,101
user_0094,Dry_Winter,8c772a28-6092-453c-b24c-7049c1497b4c,98,0,1,7d95061d-0d40-4902-a1d4-cc08c0993513,101
user_0095,Dry_Winter,f32e44f1-3dc5-4269-b824-9169c9d199e7,98,0,1,7d95061d-0d40-4902-a1d4-cc08c0993513,101
user_0096,Dry_Winter,f32e44f1-3dc5-4269-b824-9169c9d199e7,98,0,1,7d95061d-0d40-4902-a1d4-cc08c0993513,101
user_0097,Dry_Winter,f32e44f1-3dc5-4269-b824-9169c9d199e7,98,0,1,7d95061d-0d40-4902-a1d4-cc08c0993513,101
user_0098,Dry_Winter,6ed81f62-ffc6-4ff8-8af7-43c8e2247240,98,0,1,7d95061d-0d40-4902-a1d4-cc08c0993513,101
user_0099,Dry_Winter,6ed81f62-ffc6-4ff8-8af7-43c8e2247240,98,0,1,7d95061d-0d40-4902-a1d4-cc08c0993513,101
user_0100,Loyal_Repurchase,6ed81f62-ffc6-4ff8-8af7-43c8e2247240,98,0,0,dbbdc7b3-eba9-419b-825d-9cd59e3d3038,101
user_0101,Anti_Aging,e2da5036-be78-46a0-bc41-a092e0d74276,98,0,0,de98a302-b47b-41e1-9478-13551f6aad27,99
user_0102,Loyal_Repurchase,e2da5036-be78-46a0-bc41-a092e0d74276,98,0,0,dbbdc7b3-eba9-419b-825d-9cd59e3d3038,101
user_0103,Dry_Winter,e2da5036-be78-46a0-bc41-a092e0d74276,98,0,1,7d95061d-0d40-4902-a1d4-cc08c0993513,101
user_0104,Dry_Winter,2f18abe7-497c-449d-b559-4d7ed4e6bf5d,98,0,1,7d95061d-0d40-4902-a1d4-cc08c0993513,101
user_0105,Dry_Winter,2f18abe7-497c-449d-b559-4d7ed4e6bf5d,98,0,1,7d95061d-0d40-4902-a1d4-cc08c0993513,101
user_0106,Dry_Winter,2f18abe7-497c-449d-b559-4d7ed4e6bf5d,98,0,1,7d95061d-0d40-4902-a1d4-cc08c0993513,101
user_0107,Detail_Reviewer,36eb44db-2d6c-4ca0-94b3-cbc00fa7e064,98,0,0,6db9a9f9-f43a-41a9-9490-75ce3b09613f,101
user_0108,Dry_Winter,36eb44db-2d6c-4ca0-94b3-cbc00fa7e064,98,0,1,7d95061d-0d40-4902-a1d4-cc08c0993513,101
user_0109,Loyal_Repurchase,36eb44db-2d6c-4ca0-94b3-cbc00fa7e064,98,0,0,dbbdc7b3-eba9-419b-825d-9cd59e3d3038,101
user_0110,Detail_Reviewer,e23a12d1-dd1d-4420-a02b-cce866d4e13c,98,0,0,6db9a9f9-f43a-41a9-9490-75ce3b09613f,101
user_0111,Sensitive_Calming,e23a12d1-dd1d-4420-a02b-cce866d4e13c,98,0,0,e31df2d3-0e24-40e0-bb8b-3486005895b6,103
user_0112,Sensitive_Calming,e23a12d1-dd1d-4420-a02b-cce866d4e13c,98,0,0,e31df2d3-0e24-40e0-bb8b-3486005895b6,103
user_0113,Anti_Aging,bd81506b-b5a1-436a-8332-7164273c3e03,98,0,0,de98a302-b47b-41e1-9478-13551f6aad27,99
user_0114,Loyal_Repurchase,bd81506b-b5a1-436a-8332-7164273c3e03,98,0,0,dbbdc7b3-eba9-419b-825d-9cd59e3d3038,101
user_0115,Sensitive_Calming,bd81506b-b5a1-436a-8332-7164273c3e03,98,0,0,e31df2d3-0e24-40e0-bb8b-3486005895b6,103
user_0116,Loyal_Repurchase,f1ec9f01-df43-4e18-9442-8c252d092d24,98,0,0,dbbdc7b3-eba9-419b-825d-9cd59e3d3038,101
user_0117,Dry_Winter,f1ec9f01-df43-4e18-9442-8c252d092d24,98,0,1,7d95061d-0d40-4902-a1d4-cc08c0993513,101
user_0118,Dry_Winter,f1ec9f01-df43-4e18-9442-8c252d092d24,98,0,1,7d95061d-0d40-4902-a1d4-cc08c0993513,101
user_0119,Detail_Reviewer,44faf4b2-81d3-43e9-8234-ad8ec73d3089,99,0,0,6db9a9f9-f43a-41a9-9490-75ce3b09613f,101
user_0120,Loyal_Repurchase,44faf4b2-81d3-43e9-8234-ad8ec73d3089,99,0,0,dbbdc7b3-eba9-419b-825d-9cd59e3d3038,101
user_0121,Loyal_Repurchase,44faf4b2-81d3-43e9-8234-ad8ec73d3089,99,0,0,dbbdc7b3-eba9-419b-825d-9cd59e3d3038,101
user_0122,Loyal_Repurchase,471e92d7-8034-4295-987f-abea4f2cec66,99,0,0,dbbdc7b3-eba9-419b-825d-9cd59e3d3038,101
user_0123,Anti_Aging,471e92d7-8034-4295-987f-abea4f2cec66,99,0,1,de98a302-b47b-41e1-9478-13551f6aad27,99
user_0124,Loyal_Repurchase,471e92d7-8034-4295-987f-abea4f2cec66,99,0,0,dbbdc7b3-eba9-419b-825d-9cd59e3d3038,101
user_0125,Loyal_Repurchase,b85fd37f-a573-41e5-93cb-35d9f5ebcfca,99,0,0,dbbdc7b3-eba9-419b-825d-9cd59e3d3038,101
user_0126,Loyal_Repurchase,b85fd37f-a573-41e5-93cb-35d9f5ebcfca,99,0,0,dbbdc7b3-eba9-419b-825d-9cd59e3d3038,101
user_0127,Loyal_Repurchase,b85fd37f-a573-41e5-93cb-35d9f5ebcfca,99,0,0,dbbdc7b3-eba9-419b-825d-9cd59e3d3038,101
user_0128,Detail_Reviewer,9c1cc0da-d943-4f71-a725-d79c44f7817d,99,0,0,6db9a9f9-f43a-41a9-9490-75ce3b09613f,101
user_0129,Detail_Reviewer,9c1cc0da-d943-4f71-a725-d79c44f7817d,99,0,0,6db9a9f9-f43a-41a9-9490-75ce3b09613f,101
user_0130,Loyal_Repurchase,9c1cc0da-d943-4f71-a725-d79c44f7817d,99,0,0,dbbdc7b3-eba9-419b-825d-9cd59e3d3038,101
user_0131,Anti_Aging,de98a302-b47b-41e1-9478-13551f6aad27,99,1,1,de98a302-b47b-41e1-9478-13551f6aad27,99
user_0132,Anti_Aging,de98a302-b47b-41e1-9478-13551f6aad27,99,1,1,de98a302-b47b-41e1-9478-13551f6aad27,99
user_0133,Anti_Aging,de98a302-b47b-41e1-9478-13551f6aad27,99,1,1,de98a302-b47b-41e1-9478-13551f6aad27,99
user_0134,Dry_Winter,50c84531-e27d-4ec7-b5eb-9e9d00031170,99,0,0,7d95061d-0d40-4902-a1d4-cc08c0993513,101
user_0135,Dry_Winter,50c84531-e27d-4ec7-b5eb-9e9d00031170,99,0,0,7d95061d-0d40-4902-a1d4-cc08c0993513,101
user_0136,Loyal_Repurchase,50c84531-e27d-4ec7-b5eb-9e9d00031170,99,0,0,dbbdc7b3-eba9-419b-825d-9cd59e3d3038,101
user_0137,Dry_Winter,0d1dfbf0-0c97-4bef-a907-20fef8a1319b,99,0,0,7d95061d-0d40-4902-a1d4-cc08c0993513,101
user_0138,Dry_Winter,0d1dfbf0-0c97-4bef-a907-20fef8a1319b,99,0,0,7d95061d-0d40-4902-a1d4-cc08c0993513,101
user_0139,Loyal_Repurchase,0d1dfbf0-0c97-4bef-a907-20fef8a1319b,99,0,0,21c52f80-82d4-4ac4-83d8-6c390cf253b0,101
user_0140,Dry_Winter,84fa25a0-613e-4e44-b116-17bc47d40b5d,99,0,0,7d95061d-0d40-4902-a1d4-cc08c0993513,101
user_0141,Loyal_Repurchase,84fa25a0-613e-4e44-b116-17bc47d40b5d,99,0,0,dbbdc7b3-eba9-419b-825d-9cd59e3d3038,101
user_0142,Sensitive_Calming,bb1d047a-eda7-48ac-b8fb-a15bf49c5ab4,99,0,0,e31df2d3-0e24-40e0-bb8b-3486005895b6,103
user_0143,Loyal_Repurchase,bb1d047a-eda7-48ac-b8fb-a15bf49c5ab4,99,0,0,dbbdc7b3-eba9-419b-825d-9cd59e3d3038,101
user_0144,Loyal_Repurchase,bb1d047a-eda7-48ac-b8fb-a15bf49c5ab4,99,0,0,dbbdc7b3-eba9-419b-825d-9cd59e3d3038,101
user_0145,Loyal_Repurchase,2e566bb3-e7bd-45c8-b09b-89e7d6eddae9,99,0,0,dbbdc7b3-eba9-419b-825d-9cd59e3d3038,101
user_0146,Loyal_Repurchase,2e566bb3-e7bd-45c8-b09b-89e7d6eddae9,99,0,0,dbbdc7b3-eba9-419b-825d-9cd59e3d3038,101
user_0147,Loyal_Repurchase,2e566bb3-e7bd-45c8-b09b-89e7d6eddae9,99,0,0,dbbdc7b3-eba9-419b-825d-9cd59e3d3038,101
user_0148,Loyal_Repurchase,b970cf07-cc21-4baf-8fd8-fd1fd2bcae79,99,0,0,dbbdc7b3-eba9-419b-825d-9cd59e3d3038,101
user_0149,Loyal_Repurchase,b970cf07-cc21-4baf-8fd8-fd1fd2bcae79,99,0,0,dbbdc7b3-eba9-419b-825d-9cd59e3d3038,101
user_0150,Loyal_Repurchase,b970cf07-cc21-4baf-8fd8-fd1fd2bcae79,99,0,0,dbbdc7b3-eba9-419b-825d-9cd59e3d3038,101
user_0151,Sensitive_Calming,dd046a70-3f1c-410d-9b08-0cd20746bcda,99,0,0,e31df2d3-0e24-40e0-bb8b-3486005895b6,103
user_0152,Anti_Aging,dd046a70-3f1c-410d-9b08-0cd20746bcda,99,0,1,de98a302-b47b-41e1-9478-13551f6aad27,99
user_0153,Anti_Aging,dd046a70-3f1c-410d-9b08-0cd20746bcda,99,0,1,de98a302-b47b-41e1-9478-13551f6aad27,99
user_0154,Loyal_Repurchase,21cc62fd-5545-4ab7-b1ca-204745892d60,99,0,0,dbbdc7b3-eba9-419b-825d-9cd59e3d3038,101
user_0155,Dry_Winter,21cc62fd-5545-4ab7-b1ca-204745892d60,99,0,0,7d95061d-0d40-4902-a1d4-cc08c0993513,101
user_0156,Dry_Winter,21cc62fd-5545-4ab7-b1ca-204745892d60,99,0,0,7d95061d-0d40-4902-a1d4-cc08c0993513,101
user_0157,Loyal_Repurchase,21c52f80-82d4-4ac4-83d8-6c390cf253b0,101,1,1,dbbdc7b3-eba9-419b-825d-9cd59e3d3038,101
user_0158,Loyal_Repurchase,21c52f80-82d4-4ac4-83d8-6c390cf253b0,101,1,1,dbbdc7b3-eba9-419b-825d-9cd59e3d3038,101
user_0159,Loyal_Repurchase,21c52f80-82d4-4ac4-83d8-6c390cf253b0,101,1,1,dbbdc7b3-eba9-419b-825d-9cd59e3d3038,101
user_0160,Dry_Winter,78ece135-b4b5-48ac-945b-0f1694b8046f,101,0,1,7d95061d-0d40-4902-a1d4-cc08c0993513,101
user_0161,Loyal_Repurchase,78ece135-b4b5-48ac-945b-0f1694b8046f,101,0,1,dbbdc7b3-eba9-419b-825d-9cd59e3d3038,101
user_0162,Loyal_Repurchase,78ece135-b4b5-48ac-945b-0f1694b8046f,101,0,1,dbbdc7b3-eba9-419b-825d-9cd59e3d3038,101
user_0163,Detail_Reviewer,a4d6ee4a-bdec-4c3a-8363-cb42096b1cf9,101,0,1,6db9a9f9-f43a-41a9-9490-75ce3b09613f,101
user_0164,Detail_Reviewer,a4d6ee4a-bdec-4c3a-8363-cb42096b1cf9,101,0,1,6db9a9f9-f43a-41a9-9490-75ce3b09613f,101
user_0165,Detail_Reviewer,a4d6ee4a-bdec-4c3a-8363-cb42096b1cf9,101,0,1,6db9a9f9-f43a-41a9-9490-75ce3b09613f,101
user_0166,Loyal_Repurchase,c2c43c5e-8362-482e-8d76-f5a13f0a938b,101,0,1,21c52f80-82d4-4ac4-83d8-6c390cf253b0,101
user_0167,Dry_Winter,c2c43c5e-8362-482e-8d76-f5a13f0a938b,101,0,1,7d95061d-0d40-4902-a1d4-cc08c0993513,101
user_0168,Loyal_Repurchase,c2c43c5e-8362-482e-8d76-f5a13f0a938b,101,0,1,21c52f80-82d4-4ac4-83d8-6c390cf253b0,101
user_0169,Loyal_Repurchase,5a7614e6-8b71-4849-a21a-949643f51682,101,1,1,dbbdc7b3-eba9-419b-825d-9cd59e3d3038,101
user_0170,Loyal_Repurchase,5a7614e6-8b71-4849-a21a-949643f51682,101,1,1,dbbdc7b3-eba9-419b-825d-9cd59e3d3038,101
user_0171,Loyal_Repurchase,5a7614e6-8b71-4849-a21a-949643f51682,101,1,1,dbbdc7b3-eba9-419b-825d-9cd59e3d3038,101
user_0172,Dry_Winter,7d95061d-0d40-4902-a1d4-cc08c0993513,101,1,1,7d95061d-0d40-4902-a1d4-cc08c0993513,101
user_0173,Dry_Winter,7d95061d-0d40-4902-a1d4-cc08c0993513,101,1,1,7d95061d-0d40-4902-a1d4-cc08c0993513,101
user_0174,Dry_Winter,7d95061d-0d40-4902-a1d4-cc08c0993513,101,1,1,7d95061d-0d40-4902-a1d4-cc08c0993513,101
user_0175,Detail_Reviewer,2ea7ede6-3706-4ee2-b48e-3341b745dc06,101,0,1,6db9a9f9-f43a-41a9-9490-75ce3b09613f,101
user_0176,Loyal_Repurchase,2ea7ede6-3706-4ee2-b48e-3341b745dc06,101,1,1,dbbdc7b3-eba9-419b-825d-9cd59e3d3038,101
user_0177,Loyal_Repurchase,2ea7ede6-3706-4ee2-b48e-3341b745dc06,101,1,1,dbbdc7b3-eba9-419b-825d-9cd59e3d3038,101
user_0178,Detail_Reviewer,dc281cf9-a183-4a4d-a7b9-c26c534af33b,101,0,1,6db9a9f9-f43a-41a9-9490-75ce3b09613f,101
